Time,COOLANT_TEMPERATURE (),Intake Manifold Absolute Pressure [kPa],Engine RPM [RPM],Vehicle Speed Sensor [km/h],Intake Air Temperature,Air Flow Rate from Mass Flow Sensor [g/s],Absolute Throttle Position [%],Ambient Air Temperature [��,Accelerator Pedal Position D [%],Accelerator Pedal Position E [%]
04:46.1,91,122,1779,30,40,18.38,83.5,29,29.8,34.1
04:46.4,91,122,1779,30,40,18.38,83.5,29,29.8,28.2
04:46.6,91,122,1779,30,40,18.38,83.5,29,29.8,28.2
04:46.9,91,115,1779,30,40,18.38,83.5,29,29.8,28.2
04:47.0,91,115,1069,30,40,18.38,83.5,29,29.8,28.2
04:47.1,91,115,1069,28,40,18.38,83.5,29,29.8,28.2
04:47.5,91,115,1069,28,39,18.38,83.5,29,29.8,28.2
04:47.8,91,115,1069,28,39,9.36,83.5,29,29.8,28.2
04:48.2,91,115,1069,28,39,9.36,83.5,29,29.8,28.2
04:48.5,91,115,1069,28,39,9.36,83.5,29,29.8,28.2
04:48.6,91,115,1069,28,39,9.36,83.5,29,14.1,28.2
04:49.0,91,115,1069,28,39,9.36,83.5,29,14.1,14.5
04:49.3,91,115,1069,28,39,9.36,83.5,29,14.1,14.5
04:49.4,91,106,1069,28,39,9.36,83.5,29,14.1,14.5
04:49.9,91,106,889,28,39,9.36,83.5,29,14.1,14.5
04:50.1,91,106,889,14,39,9.36,83.5,29,14.1,14.5
04:50.5,91,106,889,14,34,9.36,83.5,29,14.1,14.5
04:50.7,91,106,889,14,34,8.22,83.5,29,14.1,14.5
04:51.1,91,106,889,14,34,8.22,83.5,29,14.1,14.5
04:51.3,91,106,889,14,34,8.22,83.5,29,14.1,14.5
04:51.5,91,106,889,14,34,8.22,83.5,29,14.1,14.5
04:51.9,91,106,889,14,34,8.22,83.5,29,14.1,14.5
04:52.1,91,106,889,14,34,8.22,83.5,29,14.1,14.5
04:52.4,91,105,889,14,34,8.22,83.5,29,14.1,14.5
04:52.6,91,105,897,14,34,8.22,83.5,29,14.1,14.5
04:53.0,91,105,897,4,34,8.22,83.5,29,14.1,14.5
04:53.2,91,105,897,4,34,8.22,83.5,29,14.1,14.5
04:53.4,91,105,897,4,34,8.91,83.5,29,14.1,14.5
04:53.7,91,105,897,4,34,8.91,83.5,29,14.1,14.5
04:53.9,91,105,897,4,34,8.91,83.5,29,14.1,14.5
04:54.1,91,105,897,4,34,8.91,83.5,29,15.7,14.5
04:54.6,91,105,897,4,34,8.91,83.5,29,15.7,15.3
04:54.9,91,105,897,4,34,8.91,83.5,29,15.7,15.3
04:55.2,91,106,897,4,34,8.91,83.5,29,15.7,15.3
04:55.4,91,106,901,4,34,8.91,83.5,29,15.7,15.3
04:55.8,91,106,901,2,34,8.91,83.5,29,15.7,15.3
04:56.0,91,106,901,2,35,8.91,83.5,29,15.7,15.3
04:56.2,91,106,901,2,35,9.61,83.5,29,15.7,15.3
04:56.5,91,106,901,2,35,9.61,83.5,29,15.7,15.3
04:56.7,91,106,901,2,35,9.61,83.5,29,15.7,15.3
04:57.2,91,106,901,2,35,9.61,83.5,29,17.6,15.3
04:57.4,91,106,901,2,35,9.61,83.5,29,17.6,29
04:57.6,91,106,901,2,35,9.61,83.5,29,17.6,29
04:57.9,91,120,901,2,35,9.61,83.5,29,17.6,29
04:58.1,91,120,1840,2,35,9.61,83.5,29,17.6,29
04:58.4,91,120,1840,17,35,9.61,83.5,29,17.6,29
04:58.6,91,120,1840,17,44,9.61,83.5,29,17.6,29
04:59.0,91,120,1840,17,44,19.36,83.5,29,17.6,29
04:59.5,91,120,1840,17,44,19.36,83.5,29,17.6,29
04:59.7,91,120,1840,17,44,19.36,83.5,30,17.6,29
05:00.1,91,120,1840,17,44,19.36,83.5,30,48.2,29
05:00.3,91,120,1840,17,44,19.36,83.5,30,48.2,51.4
05:00.5,91,120,1840,17,44,19.36,83.5,30,48.2,51.4
05:00.9,91,134,1840,17,44,19.36,83.5,30,48.2,51.4
05:01.1,91,134,1528,17,44,19.36,83.5,30,48.2,51.4
05:01.3,91,134,1528,27,44,19.36,83.5,30,48.2,51.4
05:01.7,91,134,1528,27,43,19.36,83.5,30,48.2,51.4
05:01.9,91,134,1528,27,43,52.91,83.5,30,48.2,51.4
05:02.1,91,134,1528,27,43,52.91,83.5,30,48.2,51.4
05:02.2,91,134,1528,27,43,52.91,83.5,30,48.2,51.4
05:02.7,91,134,1528,27,43,52.91,83.5,30,49.4,51.4
05:02.9,91,134,1528,27,43,52.91,83.5,30,49.4,16.9
05:03.1,91,134,1528,27,43,52.91,83.5,30,49.4,16.9
05:03.3,91,106,1528,27,43,52.91,83.5,30,49.4,16.9
05:03.6,91,106,1522,27,43,52.91,83.5,30,49.4,16.9
05:03.7,91,106,1522,36,43,52.91,83.5,30,49.4,16.9
05:04.1,91,106,1522,36,42,52.91,83.5,30,49.4,16.9
05:04.5,91,106,1522,36,42,25.49,83.5,30,49.4,16.9
05:04.7,91,106,1522,36,42,25.49,83.5,30,49.4,16.9
05:05.2,91,106,1522,36,42,25.49,83.5,30,49.4,16.9
05:05.5,91,106,1522,36,42,25.49,83.5,30,50.6,16.9
05:05.7,91,106,1522,36,42,25.49,83.5,30,50.6,51
05:06.1,91,106,1522,36,42,25.49,83.5,30,50.6,51
05:06.4,91,190,1522,36,42,25.49,83.5,30,50.6,51
05:06.6,91,190,1698,36,42,25.49,83.5,30,50.6,51
05:06.9,91,190,1698,46,42,25.49,83.5,30,50.6,51
05:07.1,91,190,1698,46,43,25.49,83.5,30,50.6,51
05:07.2,91,190,1698,46,43,25.24,83.5,30,50.6,51
05:07.4,91,190,1698,46,43,25.24,83.5,30,50.6,51
05:07.6,91,190,1698,46,43,25.24,83.5,30,50.6,51
05:07.8,91,190,1698,46,43,25.24,83.5,30,22.4,51
05:08.0,91,190,1698,46,43,25.24,83.5,30,22.4,31.4
05:08.2,91,190,1698,46,43,25.24,83.5,30,22.4,31.4
05:08.4,91,112,1698,46,43,25.24,83.5,30,22.4,31.4
05:08.7,91,112,1194,46,43,25.24,83.5,30,22.4,31.4
05:09.0,91,112,1194,47,43,25.24,83.5,30,22.4,31.4
05:09.2,91,112,1194,47,39,25.24,83.5,30,22.4,31.4
05:09.5,91,112,1194,47,39,20.77,83.5,30,22.4,31.4
05:09.7,91,112,1194,47,39,20.77,83.5,30,22.4,31.4
05:09.8,91,112,1194,47,39,20.77,83.5,30,22.4,31.4
05:10.1,91,112,1194,47,39,20.77,83.5,30,14.1,31.4
05:10.3,91,112,1194,47,39,20.77,83.5,30,14.1,27.8
05:10.5,91,112,1194,47,39,20.77,83.5,30,14.1,27.8
05:10.6,91,96,1194,47,39,20.77,83.5,30,14.1,27.8
05:10.9,91,96,1680,47,39,20.77,83.5,30,14.1,27.8
05:11.1,91,96,1680,45,39,20.77,83.5,30,14.1,27.8
05:11.2,91,96,1680,45,39,20.77,83.5,30,14.1,27.8
05:11.6,91,96,1680,45,39,24.69,83.5,30,14.1,27.8
05:11.8,91,96,1680,45,39,24.69,83.5,30,14.1,27.8
05:12.2,91,96,1680,45,39,24.69,83.5,30,14.1,27.8
05:12.4,91,96,1680,45,39,24.69,83.5,30,42,27.8
05:12.6,91,96,1680,45,39,24.69,83.5,30,42,42.7
05:12.8,91,96,1680,45,39,24.69,83.5,30,42,42.7
05:13.0,91,146,1680,45,39,24.69,83.5,30,42,42.7
05:13.3,91,146,1716,45,39,24.69,83.5,30,42,42.7
05:13.5,91,146,1716,46,39,24.69,83.5,30,42,42.7
05:13.8,91,146,1716,46,40,24.69,83.5,30,42,42.7
05:14.0,91,146,1716,46,40,25.47,83.5,30,42,42.7
05:14.2,91,146,1716,46,40,25.47,83.5,30,42,42.7
05:14.5,91,146,1716,46,40,25.47,83.5,30,42,42.7
05:14.6,91,146,1716,46,40,25.47,83.5,30,42,42.7
05:14.8,91,146,1716,46,40,25.47,83.5,30,42,42.7
05:15.1,91,146,1716,46,40,25.47,83.5,30,42,42.7
05:15.3,91,147,1716,46,40,25.47,83.5,30,42,42.7
05:15.6,91,147,1763,46,40,25.47,83.5,30,42,42.7
05:15.9,91,147,1763,47,40,25.47,83.5,30,42,42.7
05:16.1,91,147,1763,47,41,25.47,83.5,30,42,42.7
05:16.2,91,147,1763,47,41,29.19,83.5,30,42,42.7
05:16.5,91,147,1763,47,41,29.19,83.5,30,42,42.7
05:16.8,91,147,1763,47,41,29.19,83.5,30,42,42.7
05:16.9,91,147,1763,47,41,29.19,83.5,30,45.1,42.7
05:17.2,91,147,1763,47,41,29.19,83.5,30,45.1,45.9
05:17.3,91,147,1763,47,41,29.19,83.5,30,45.1,45.9
05:17.5,91,167,1763,47,41,29.19,83.5,30,45.1,45.9
05:17.7,91,167,1867,47,41,29.19,83.5,30,45.1,45.9
05:17.9,91,167,1867,51,41,29.19,83.5,30,45.1,45.9
05:18.1,91,167,1867,51,42,29.19,83.5,30,45.1,45.9
05:18.2,91,167,1867,51,42,33.72,83.5,30,45.1,45.9
05:18.4,91,167,1867,51,42,33.72,83.5,30,45.1,45.9
05:18.6,91,167,1867,51,42,33.72,83.5,30,45.1,45.9
05:18.8,91,167,1867,51,42,33.72,83.5,30,45.1,45.9
05:19.0,91,167,1867,51,42,33.72,83.5,30,45.1,45.5
05:19.3,91,167,1867,51,42,33.72,83.5,30,45.1,45.5
05:19.5,91,168,1867,51,42,33.72,83.5,30,45.1,45.5
05:19.6,91,168,1967,51,42,33.72,83.5,30,45.1,45.5
05:19.9,91,168,1967,53,42,33.72,83.5,30,45.1,45.5
05:20.1,91,168,1967,53,41,33.72,83.5,30,45.1,45.5
05:20.2,91,168,1967,53,41,34.99,83.5,30,45.1,45.5
05:20.5,91,168,1967,53,41,34.99,83.5,30,45.1,45.5
05:20.6,91,168,1967,53,41,34.99,83.5,30,45.1,45.5
05:20.8,91,168,1967,53,41,34.99,83.5,30,44.3,45.5
05:21.0,91,168,1967,53,41,34.99,83.5,30,44.3,44.7
05:21.3,91,168,1967,53,41,34.99,83.5,30,44.3,44.7
05:21.5,91,163,1967,53,41,34.99,83.5,30,44.3,44.7
05:21.7,91,163,2032,53,41,34.99,83.5,30,44.3,44.7
05:22.0,91,163,2032,55,41,34.99,83.5,30,44.3,44.7
05:22.1,91,163,2032,55,41,34.99,83.5,30,44.3,44.7
05:22.3,91,163,2032,55,41,32.55,83.5,30,44.3,44.7
05:22.5,91,163,2032,55,41,32.55,83.5,30,44.3,44.7
05:22.8,91,163,2032,55,41,32.55,83.5,30,44.3,44.7
05:22.9,91,163,2032,55,41,32.55,83.5,30,40,44.7
05:23.1,91,163,2032,55,41,32.55,83.5,30,40,40.4
05:23.3,91,163,2032,55,41,32.55,83.5,30,40,40.4
05:23.4,91,135,2032,55,41,32.55,83.5,30,40,40.4
05:23.5,91,135,2006,55,41,32.55,83.5,30,40,40.4
05:23.8,91,135,2006,54,41,32.55,83.5,30,40,40.4
05:23.9,91,135,2006,54,39,32.55,83.5,30,40,40.4
05:24.1,91,135,2006,54,39,25.72,83.5,30,40,40.4
05:24.3,91,135,2006,54,39,25.72,83.5,30,40,40.4
05:24.6,91,135,2006,54,39,25.72,83.5,30,40,40.4
05:24.8,91,135,2006,54,39,25.72,83.5,30,40,40.4
05:24.9,91,135,2006,54,39,25.72,83.5,30,40,40.4
05:25.2,91,135,2006,54,39,25.72,83.5,30,40,40.4
05:25.3,91,138,2006,54,39,25.72,83.5,30,40,40.4
05:25.7,91,138,1941,54,39,25.72,83.5,30,40,40.4
05:25.8,91,138,1941,52,39,25.72,83.5,30,40,40.4
05:26.1,91,138,1941,52,39,25.72,83.5,30,40,40.4
05:26.2,91,138,1941,52,39,24.36,83.5,30,40,40.4
05:26.4,91,138,1941,52,39,24.36,83.5,30,40,40.4
05:26.6,91,138,1941,52,39,24.36,83.5,30,40,40.4
05:26.8,91,138,1941,52,39,24.36,83.5,30,38.4,40.4
05:27.0,91,138,1941,52,39,24.36,83.5,30,38.4,39.2
05:27.1,91,138,1941,52,39,24.36,83.5,30,38.4,39.2
05:27.3,91,134,1941,52,39,24.36,83.5,30,38.4,39.2
05:27.6,91,134,1875,52,39,24.36,83.5,30,38.4,39.2
05:28.0,91,134,1875,50,39,24.36,83.5,30,38.4,39.2
05:28.2,91,134,1875,50,38,24.36,83.5,30,38.4,39.2
05:28.4,91,134,1875,50,38,24.05,83.5,30,38.4,39.2
05:28.7,91,134,1875,50,38,24.05,83.5,30,38.4,39.2
05:28.9,91,134,1875,50,38,24.05,83.5,29,38.4,39.2
05:29.0,91,134,1875,50,38,24.05,83.5,29,39.6,39.2
05:29.3,91,134,1875,50,38,24.05,83.5,29,39.6,40
05:29.5,91,134,1875,50,38,24.05,83.5,29,39.6,40
05:29.6,91,138,1875,50,38,24.05,83.5,29,39.6,40
05:30.0,91,138,1811,50,38,24.05,83.5,29,39.6,40
05:30.1,91,138,1811,49,38,24.05,83.5,29,39.6,40
05:30.3,91,138,1811,49,38,24.05,83.5,29,39.6,40
05:30.4,91,138,1811,49,38,18.8,83.5,29,39.6,40
05:30.7,91,138,1811,49,38,18.8,83.5,29,39.6,40
05:30.9,91,138,1811,49,38,18.8,83.5,29,39.6,40
05:31.0,91,138,1811,49,38,18.8,83.5,29,33.7,40
05:31.4,91,138,1811,49,38,18.8,83.5,29,33.7,34.5
05:31.6,91,138,1811,49,38,18.8,83.5,29,33.7,34.5
05:31.8,91,123,1811,49,38,18.8,83.5,29,33.7,34.5
05:32.0,91,123,1719,49,38,18.8,83.5,29,33.7,34.5
05:32.2,91,123,1719,46,38,18.8,83.5,29,33.7,34.5
05:32.3,91,123,1719,46,38,18.8,83.5,29,33.7,34.5
05:32.4,91,123,1719,46,38,18.66,83.5,29,33.7,34.5
05:32.6,91,123,1719,46,38,18.66,83.5,29,33.7,34.5
05:32.8,91,123,1719,46,38,18.66,83.5,29,33.7,34.5
05:33.1,91,123,1719,46,38,18.66,83.5,29,39.2,34.5
05:33.4,91,123,1719,46,38,18.66,83.5,29,39.2,40.4
05:33.6,91,123,1719,46,38,18.66,83.5,29,39.2,40.4
05:33.7,91,139,1719,46,38,18.66,83.5,29,39.2,40.4
05:34.0,91,139,1691,46,38,18.66,83.5,29,39.2,40.4
05:34.2,91,139,1691,45,38,18.66,83.5,29,39.2,40.4
05:34.3,91,139,1691,45,38,18.66,83.5,29,39.2,40.4
05:34.6,91,139,1691,45,38,22.11,83.5,29,39.2,40.4
05:34.8,91,139,1691,45,38,22.11,83.5,29,39.2,40.4
05:35.0,91,139,1691,45,38,22.11,83.5,29,39.2,40.4
05:35.2,91,139,1691,45,38,22.11,83.5,29,36.9,40.4
05:35.5,91,139,1691,45,38,22.11,83.5,29,36.9,36.9
05:35.6,91,139,1691,45,38,22.11,83.5,29,36.9,36.9
05:35.7,91,126,1691,45,38,22.11,83.5,29,36.9,36.9
05:36.0,91,126,1658,45,38,22.11,83.5,29,36.9,36.9
05:36.1,91,126,1658,45,38,22.11,83.5,29,36.9,36.9
05:36.3,91,126,1658,45,38,22.11,83.5,29,36.9,36.9
05:36.5,91,126,1658,45,38,10.3,83.5,29,36.9,36.9
05:36.7,91,126,1658,45,38,10.3,83.5,29,36.9,36.9
05:36.9,91,126,1658,45,38,10.3,83.5,29,36.9,36.9
05:37.0,91,126,1658,45,38,10.3,83.5,29,14.1,36.9
05:37.4,91,126,1658,45,38,10.3,83.5,29,14.1,14.5
05:37.6,91,126,1658,45,38,10.3,83.5,29,14.1,14.5
05:37.8,91,109,1658,45,38,10.3,83.5,29,14.1,14.5
05:38.0,91,109,1185,45,38,10.3,83.5,29,14.1,14.5
05:38.2,91,109,1185,39,38,10.3,83.5,29,14.1,14.5
05:38.3,91,109,1185,39,35,10.3,83.5,29,14.1,14.5
05:38.5,91,109,1185,39,35,17.97,83.5,29,14.1,14.5
05:38.7,91,109,1185,39,35,17.97,83.5,29,14.1,14.5
05:38.9,91,109,1185,39,35,17.97,83.5,29,14.1,14.5
05:39.0,91,109,1185,39,35,17.97,83.5,29,14.1,14.5
05:39.3,91,109,1185,39,35,17.97,83.5,29,14.1,14.5
05:39.4,91,109,1185,39,35,17.97,83.5,29,14.1,14.5
05:39.8,91,108,1185,39,35,17.97,83.5,29,14.1,14.5
05:39.9,91,108,889,39,35,17.97,83.5,29,14.1,14.5
05:40.2,91,108,889,26,35,17.97,83.5,29,14.1,14.5
05:40.3,91,108,889,26,34,17.97,83.5,29,14.1,14.5
05:40.6,91,108,889,26,34,8.52,83.5,29,14.1,14.5
05:40.8,91,108,889,26,34,8.52,83.5,29,14.1,14.5
05:41.0,91,108,889,26,34,8.52,83.5,29,14.1,14.5
05:41.2,91,108,889,26,34,8.52,83.5,29,14.1,14.5
05:41.3,91,108,889,26,34,8.52,83.5,29,14.1,14.5
05:41.6,91,108,889,26,34,8.52,83.5,29,14.1,14.5
05:41.7,91,106,889,26,34,8.52,83.5,29,14.1,14.5
05:42.0,91,106,896,26,34,8.52,83.5,29,14.1,14.5
05:42.2,91,106,896,13,34,8.52,83.5,29,14.1,14.5
05:42.3,91,106,896,13,34,8.52,83.5,29,14.1,14.5
05:42.6,91,106,896,13,34,8.3,83.5,29,14.1,14.5
05:42.8,91,106,896,13,34,8.3,83.5,29,14.1,14.5
05:43.0,91,106,896,13,34,8.3,83.5,29,14.1,14.5
05:43.1,91,106,896,13,34,8.3,83.5,29,14.1,14.5
05:43.3,91,106,896,13,34,8.3,83.5,29,14.1,14.5
05:43.6,91,106,896,13,34,8.3,83.5,29,14.1,14.5
05:43.8,91,106,896,13,34,8.3,83.5,29,14.1,14.5
05:44.0,91,106,898,13,34,8.3,83.5,29,14.1,14.5
05:44.2,91,106,898,4,34,8.3,83.5,29,14.1,14.5
05:44.5,91,106,898,4,34,8.3,83.5,29,14.1,14.5
05:44.6,91,106,898,4,34,8.44,83.5,29,14.1,14.5
05:44.9,91,106,898,4,34,8.44,83.5,29,14.1,14.5
05:45.1,91,106,898,4,34,8.44,83.5,29,14.1,14.5
05:45.5,91,106,898,4,34,8.44,83.5,29,14.5,14.5
05:45.6,91,106,898,4,34,8.44,83.5,29,14.5,14.9
05:45.8,91,106,898,4,34,8.44,83.5,29,14.5,14.9
05:46.0,91,105,898,4,34,8.44,83.5,29,14.5,14.9
05:46.2,91,105,952,4,34,8.44,83.5,29,14.5,14.9
05:46.3,91,105,952,3,34,8.44,83.5,29,14.5,14.9
05:46.6,91,105,952,3,35,8.44,83.5,29,14.5,14.9
05:46.9,91,105,952,3,35,8.61,83.5,29,14.5,14.9
05:47.0,91,105,952,3,35,8.61,83.5,29,14.5,14.9
05:47.2,91,105,952,3,35,8.61,83.5,29,14.5,14.9
05:47.3,91,105,952,3,35,8.61,83.5,29,15.3,14.9
05:47.6,91,105,952,3,35,8.61,83.5,29,15.3,14.9
05:47.9,92,105,952,3,35,8.61,83.5,29,15.3,14.9
05:48.0,92,107,952,3,35,8.61,83.5,29,15.3,14.9
05:48.2,92,107,887,3,35,8.61,83.5,29,15.3,14.9
05:48.3,92,107,887,6,35,8.61,83.5,29,15.3,14.9
05:48.7,92,107,887,6,36,8.61,83.5,29,15.3,14.9
05:48.9,92,107,887,6,36,9.83,83.5,29,15.3,14.9
05:49.3,92,107,887,6,36,9.83,83.5,29,15.3,14.9
05:49.5,92,107,887,6,36,9.83,83.5,29,15.3,14.9
05:49.7,92,107,887,6,36,9.83,83.5,29,29,14.9
05:49.8,92,107,887,6,36,9.83,83.5,29,29,32.5
05:50.1,92,107,887,6,36,9.83,83.5,29,29,32.5
05:50.2,92,114,887,6,36,9.83,83.5,29,29,32.5
05:50.4,92,114,1457,6,36,9.83,83.5,29,29,32.5
05:50.7,92,114,1457,13,36,9.83,83.5,29,29,32.5
05:50.9,92,114,1457,13,41,9.83,83.5,29,29,32.5
05:51.2,92,114,1457,13,41,15.16,83.5,29,29,32.5
05:51.5,92,114,1457,13,41,15.16,83.5,29,29,32.5
05:51.6,92,114,1457,13,41,15.16,83.5,29,29,32.5
05:51.8,92,114,1457,13,41,15.16,83.5,29,22,32.5
05:52.1,92,114,1457,13,41,15.16,83.5,29,22,22
05:52.2,92,114,1457,13,41,15.16,83.5,29,22,22
05:52.4,92,113,1457,13,41,15.16,83.5,29,22,22
05:52.6,92,113,951,13,41,15.16,83.5,29,22,22
05:52.9,92,113,951,16,41,15.16,83.5,29,22,22
05:53.0,92,113,951,16,36,15.16,83.5,29,22,22
05:53.2,92,113,951,16,36,10.49,83.5,29,22,22
05:53.4,92,113,951,16,36,10.49,83.5,29,22,22
05:53.7,92,113,951,16,36,10.49,83.5,29,22,22
05:54.0,92,113,951,16,36,10.49,83.5,29,25.1,22
05:54.2,92,113,951,16,36,10.49,83.5,29,25.1,24.7
05:54.4,92,113,951,16,36,10.49,83.5,29,25.1,24.7
05:54.7,92,109,951,16,36,10.49,83.5,29,25.1,24.7
05:54.9,92,109,1142,16,36,10.49,83.5,29,25.1,24.7
05:55.0,92,109,1142,19,36,10.49,83.5,29,25.1,24.7
05:55.3,92,109,1142,19,37,10.49,83.5,29,25.1,24.7
05:55.5,92,109,1142,19,37,12.08,83.5,29,25.1,24.7
05:55.7,92,109,1142,19,37,12.08,83.5,29,25.1,24.7
05:55.9,92,109,1142,19,37,12.08,83.5,29,25.1,24.7
05:56.1,92,109,1142,19,37,12.08,83.5,29,36.5,24.7
05:56.3,92,109,1142,19,37,12.08,83.5,29,36.5,40
05:56.4,92,109,1142,19,37,12.08,83.5,29,36.5,40
05:56.7,92,119,1142,19,37,12.08,83.5,29,36.5,40
05:56.8,92,119,1391,19,37,12.08,83.5,29,36.5,40
05:57.1,92,119,1391,24,37,12.08,83.5,29,36.5,40
05:57.6,92,119,1391,24,40,12.08,83.5,29,36.5,40
05:57.8,92,119,1391,24,40,23.05,83.5,29,36.5,40
05:57.9,92,119,1391,24,40,23.05,83.5,29,36.5,40
05:58.2,92,119,1391,24,40,23.05,83.5,29,36.5,40
05:58.4,92,119,1391,24,40,23.05,83.5,29,43.9,40
05:58.6,92,119,1391,24,40,23.05,83.5,29,43.9,44.7
05:58.8,92,119,1391,24,40,23.05,83.5,29,43.9,44.7
05:59.0,92,162,1391,24,40,23.05,83.5,29,43.9,44.7
05:59.2,92,162,1800,24,40,23.05,83.5,29,43.9,44.7
05:59.4,92,162,1800,31,40,23.05,83.5,29,43.9,44.7
05:59.7,92,162,1800,31,43,23.05,83.5,29,43.9,44.7
05:59.8,92,162,1800,31,43,31.69,83.5,29,43.9,44.7
06:00.1,92,162,1800,31,43,31.69,83.5,29,43.9,44.7
06:00.3,92,162,1800,31,43,31.69,83.5,29,43.9,44.7
06:00.6,92,162,1800,31,43,31.69,83.5,29,43.9,44.7
06:00.7,92,162,1800,31,43,31.69,83.5,29,43.9,45.1
06:00.9,92,162,1800,31,43,31.69,83.5,29,43.9,45.1
06:01.1,92,162,1800,31,43,31.69,83.5,29,43.9,45.1
06:01.3,92,162,2073,31,43,31.69,83.5,29,43.9,45.1
06:01.4,92,162,2073,36,43,31.69,83.5,29,43.9,45.1
06:01.7,92,162,2073,36,43,31.69,83.5,29,43.9,45.1
06:02.0,92,162,2073,36,43,38.22,83.5,29,43.9,45.1
06:02.1,92,162,2073,36,43,38.22,83.5,29,43.9,45.1
06:02.3,92,162,2073,36,43,38.22,83.5,29,43.9,45.1
06:02.4,92,162,2073,36,43,38.22,83.5,29,41.6,45.1
06:02.6,92,162,2073,36,43,38.22,83.5,29,41.6,25.1
06:03.0,92,162,2073,36,43,38.22,83.5,29,41.6,25.1
06:03.2,92,102,2073,36,43,38.22,83.5,29,41.6,25.1
06:03.5,92,102,1700,36,43,38.22,83.5,29,41.6,25.1
06:03.7,92,102,1700,36,43,38.22,83.5,29,41.6,25.1
06:03.9,92,102,1700,36,42,38.22,83.5,29,41.6,25.1
06:04.1,92,102,1700,36,42,20.69,83.5,29,41.6,25.1
06:04.3,92,102,1700,36,42,20.69,83.5,29,41.6,25.1
06:04.4,92,102,1700,36,42,20.69,83.5,29,41.6,25.1
06:04.7,92,102,1700,36,42,20.69,83.5,29,45.5,25.1
06:04.9,92,102,1700,36,42,20.69,83.5,29,45.5,45.9
06:05.1,92,102,1700,36,42,20.69,83.5,29,45.5,45.9
06:05.3,92,144,1700,36,42,20.69,83.5,29,45.5,45.9
06:05.6,92,144,1401,36,42,20.69,83.5,29,45.5,45.9
06:05.8,92,144,1401,38,42,20.69,83.5,29,45.5,45.9
06:05.9,92,144,1401,38,40,20.69,83.5,29,45.5,45.9
06:06.1,92,144,1401,38,40,25.8,83.5,29,45.5,45.9
06:06.3,92,144,1401,38,40,25.8,83.5,29,45.5,45.9
06:06.4,92,144,1401,38,40,25.8,83.5,29,45.5,45.9
06:06.7,92,144,1401,38,40,25.8,83.5,29,43.5,45.9
06:06.9,92,144,1401,38,40,25.8,83.5,29,43.5,42.4
06:07.1,92,144,1401,38,40,25.8,83.5,29,43.5,42.4
06:07.3,92,146,1401,38,40,25.8,83.5,29,43.5,42.4
06:07.6,92,146,1453,38,40,25.8,83.5,29,43.5,42.4
06:07.7,92,146,1453,39,40,25.8,83.5,29,43.5,42.4
06:07.9,92,146,1453,39,39,25.8,83.5,29,43.5,42.4
06:08.1,92,146,1453,39,39,21.16,83.5,29,43.5,42.4
06:08.3,92,146,1453,39,39,21.16,31,29,43.5,42.4
06:08.4,92,146,1453,39,39,21.16,31,29,43.5,42.4
06:08.7,92,146,1453,39,39,21.16,31,29,14.1,42.4
06:08.9,92,146,1453,39,39,21.16,31,29,14.1,14.5
06:09.2,92,146,1453,39,39,21.16,31,29,14.1,14.5
06:09.5,92,111,1453,39,39,21.16,31,29,14.1,14.5
06:09.7,92,111,918,39,39,21.16,31,29,14.1,14.5
06:09.9,92,111,918,26,39,21.16,31,29,14.1,14.5
06:10.1,92,111,918,26,34,21.16,31,29,14.1,14.5
06:10.3,92,111,918,26,34,8.83,31,29,14.1,14.5
06:10.4,92,111,918,26,34,8.83,83.5,29,14.1,14.5
06:10.7,92,111,918,26,34,8.83,83.5,29,14.1,14.5
06:11.0,92,111,918,26,34,8.83,83.5,29,14.1,14.5
06:11.1,92,111,918,26,34,8.83,83.5,29,14.1,14.5
06:11.3,92,111,918,26,34,8.83,83.5,29,14.1,14.5
06:11.4,92,107,918,26,34,8.83,83.5,29,14.1,14.5
06:11.8,92,107,898,26,34,8.83,83.5,29,14.1,14.5
06:11.9,92,107,898,11,34,8.83,83.5,29,14.1,14.5
06:12.1,92,107,898,11,34,8.83,83.5,29,14.1,14.5
06:12.2,92,107,898,11,34,9.52,83.5,29,14.1,14.5
06:12.4,92,107,898,11,34,9.52,83.5,29,14.1,14.5
06:12.6,92,107,898,11,34,9.52,83.5,29,14.1,14.5
06:12.8,92,107,898,11,34,9.52,83.5,29,24.7,14.5
06:13.0,92,107,898,11,34,9.52,83.5,29,24.7,28.6
06:13.2,92,107,898,11,34,9.52,83.5,29,24.7,28.6
06:13.5,92,108,898,11,34,9.52,83.5,29,24.7,28.6
06:13.8,92,108,1206,11,34,9.52,83.5,29,24.7,28.6
06:13.9,92,108,1206,11,34,9.52,83.5,29,24.7,28.6
06:14.2,92,108,1206,11,36,9.52,83.5,29,24.7,28.6
06:14.3,92,108,1206,11,36,23.13,83.5,29,24.7,28.6
06:14.5,92,108,1206,11,36,23.13,83.5,29,24.7,28.6
06:14.7,92,108,1206,11,36,23.13,83.5,29,24.7,28.6
06:15.1,92,108,1206,11,36,23.13,83.5,29,42,28.6
06:15.2,92,108,1206,11,36,23.13,83.5,29,42,42.4
06:15.6,92,108,1206,11,36,23.13,83.5,29,42,42.4
06:15.7,92,149,1206,11,36,23.13,83.5,29,42,42.4
06:15.9,92,149,1902,11,36,23.13,83.5,29,42,42.4
