ENGINE_RUN_TINE (),ENGINE_RPM (),VEHICLE_SPEED (),THROTTLE (),ENGINE_LOAD (),COOLANT_TEMPERATURE (),LONG_TERM_FUEL_TRIM_BANK_1 (),SHORT_TERM_FUEL_TRIM_BANK_1 (),INTAKE_MANIFOLD_PRESSURE (),FUEL_TANK (),ABSOLUTE_THROTTLE_B (),PEDAL_D (),PEDAL_E (),COMMANDED_THROTTLE_ACTUATOR (),FUEL_AIR_COMMANDED_EQUIV_RATIO (),ABSOLUTE_BAROMETRIC_PRESSURE (),RELATIVE_THROTTLE_POSITION (),INTAKE_AIR_TEMP (),TIMING_ADVANCE (),CATALYST_TEMPERATURE_BANK1_SENSOR1 (),CATALYST_TEMPERATURE_BANK1_SENSOR2 (),CONTROL_MODULE_VOLTAGE (),COMMANDED_EVAPORATIVE_PURGE (),TIME_RUN_WITH_MIL_ON (),TIME_SINCE_TROUBLE_CODES_CLEARED (),DISTANCE_TRAVELED_WITH_MIL_ON (),WARM_UPS_SINCE_CODES_CLEARED (),Throttle_Response_Problem
1211,1543.75,24,17.254902,19.607843,89,-3.125,-3.125,20,18.431372,66.274513,32.941177,49.019608,30.980392,0,101,13.333333,50,10,477.200012,351.799988,13.73,81.960785,0,7886,0,255,
1211,1515.5,26,27.058823,83.529411,88,-4.6875,-2.34375,83,18.431372,66.274513,32.941177,49.019608,30.980392,0,101,13.333333,50,8,477.200012,351.799988,13.73,81.960785,0,7886,0,255,
1213,1515.5,26,27.058823,83.529411,88,-4.6875,-2.34375,83,20.392157,66.274513,32.941177,49.019608,30.980392,0,101,13.333333,50,8,477.200012,351.799988,13.73,73.333336,0,7886,0,255,
1213,1515.5,26,27.058823,83.529411,88,-4.6875,-2.34375,83,20.392157,57.64706,23.921568,39.215687,19.607843,0,101,7.45098,50,8,480.400024,355.600006,13.73,73.333336,0,7886,0,255,
1213,1515.5,26,27.058823,83.529411,88,-4.6875,-2.34375,83,20.392157,57.64706,23.921568,39.215687,19.607843,0,101,7.45098,50,8,480.400024,355.600006,13.73,73.333336,0,7886,0,255,
1215,1505.25,36,17.647058,18.431372,88,-3.125,0,20,20.392157,57.64706,23.921568,39.215687,19.607843,0,101,7.45098,49,8,480.400024,355.600006,13.73,73.333336,0,7886,0,255,
1215,1505.25,36,17.647058,18.431372,88,-3.125,0,20,26.274509,57.64706,23.921568,39.215687,19.607843,0,101,7.45098,49,8,487.5,355.600006,13.73,84.705879,0,7886,0,255,
1215,1505.25,36,17.647058,18.431372,88,-3.125,0,20,26.274509,58.039215,26.274509,41.960785,23.137255,0,101,7.058824,49,8,487.5,357.399994,13.75,84.705879,0,7886,0,255,
1215,1460,36,17.647058,65.882355,89,-3.90625,-5.46875,68,26.274509,58.039215,26.274509,41.960785,23.137255,0,101,7.058824,49,8,487.5,357.399994,13.75,84.705879,0,7886,0,255,
1217,1460,38,23.529411,65.882355,89,-3.90625,-5.46875,68,26.274509,58.039215,26.274509,41.960785,23.137255,0,101,7.058824,49,13,487.5,357.399994,13.75,84.705879,0,7886,0,255,
1217,1460,38,23.529411,65.882355,89,-3.90625,-5.46875,68,29.411764,58.039215,26.274509,41.960785,23.137255,0,101,4.313725,49,13,494.799988,362,13.75,70.980392,0,7886,0,255,
1217,1460,38,23.529411,65.882355,89,-3.90625,-5.46875,68,29.411764,54.509804,23.529411,39.607841,21.17647,0,101,4.313725,49,13,494.799988,362,13.75,70.980392,0,7886,0,255,
1217,1558.5,44,20.392157,36.470589,89,-1.5625,-1.5625,37,29.411764,54.509804,23.529411,39.607841,21.17647,0,101,4.313725,49,24,494.799988,362,13.75,70.980392,0,7886,0,255,
1218,1558.5,44,20.392157,36.470589,89,-1.5625,-1.5625,37,29.411764,54.509804,23.529411,39.607841,21.17647,0,101,4.313725,49,24,494.799988,362,13.75,40,0,7886,0,255,
1218,1558.5,44,20.392157,36.470589,89,-1.5625,-1.5625,37,29.411764,53.333332,22.745098,38.431374,20.784313,0,101,3.137255,49,24,501.099976,366.399994,13.789,40,0,7886,0,255,
1218,1558.5,44,20.392157,36.470589,89,-1.5625,-1.5625,37,29.411764,53.333332,22.745098,38.431374,20.784313,0,101,3.137255,49,24,501.099976,366.399994,13.789,40,0,7886,0,255,
1220,1597.5,43,20.392157,36.07843,89,-1.5625,3.125,37,29.411764,53.333332,22.745098,38.431374,20.784313,0,101,3.137255,49,24,501.099976,366.399994,13.789,40,0,7886,0,255,
1220,1597.5,43,20.392157,36.07843,89,-1.5625,3.125,37,30.196079,53.333332,22.745098,38.431374,20.784313,0,101,3.137255,49,24,501.099976,366.399994,13.789,47.843136,0,7886,0,255,
1220,1597.5,43,20.392157,36.07843,89,-1.5625,3.125,37,30.196079,52.941177,22.352942,38.039215,20.392157,0,101,2.745098,49,24,503.799988,370.100006,13.789,47.843136,0,7886,0,255,
1220,1597.5,43,20.392157,24.313726,88,-3.125,-0.78125,21,30.196079,52.941177,22.352942,38.039215,20.392157,0,101,2.745098,49,24,503.799988,370.100006,13.789,47.843136,0,7886,0,255,
1222,1574,45,17.254902,24.313726,88,-3.125,-0.78125,21,30.196079,52.941177,22.352942,38.039215,20.392157,0,101,2.745098,50,13,503.799988,370.100006,13.789,47.843136,0,7886,0,255,
1222,1574,45,17.254902,24.313726,88,-3.125,-0.78125,21,31.764706,52.941177,22.352942,38.039215,20.392157,0,101,0,50,13,507.900024,371.600006,13.789,0,0,7886,0,255,
1222,1574,45,17.254902,24.313726,88,-3.125,-0.78125,21,31.764706,49.411766,18.82353,34.509804,17.647058,0,101,0,50,13,507.900024,371.600006,13.789,0,0,7886,0,255,
1222,1522.5,44,18.431372,22.745098,87,0.78125,0,23,31.764706,49.411766,18.82353,34.509804,17.647058,0,101,0,50,-1,507.900024,371.600006,13.789,0,0,7886,0,255,
1224,1522.5,44,18.431372,22.745098,87,0.78125,0,23,32.156864,49.411766,18.82353,34.509804,17.647058,0,101,0,50,-1,507.900024,371.600006,13.789,0,0,7886,0,255,
1224,1522.5,44,18.431372,22.745098,87,0.78125,0,23,32.156864,50.588234,19.607843,35.294117,18.431372,0,101,0.784314,50,-1,507.900024,373.700012,13.789,0,0,7886,0,255,
1224,1522.5,44,18.431372,22.745098,87,0.78125,0,23,32.156864,50.588234,19.607843,35.294117,18.431372,0,101,0.784314,50,-1,507.900024,373.700012,13.789,0,0,7886,0,255,
1226,1521.75,43,17.647058,21.960785,87,0.78125,0.78125,22,32.156864,50.588234,19.607843,35.294117,18.431372,0,101,0.784314,50,21,507.900024,373.700012,13.789,0,0,7886,0,255,
1226,1521.75,43,17.647058,21.960785,87,0.78125,0.78125,22,32.156864,50.588234,19.607843,35.294117,18.431372,0,101,0.784314,50,21,507.900024,373.700012,13.789,23.921568,0,7886,0,255,
1226,1521.75,43,17.647058,21.960785,87,0.78125,0.78125,22,32.156864,49.411766,18.82353,34.509804,17.647058,0,101,0,50,21,507.5,375.100006,13.789,23.921568,0,7886,0,255,
1226,1521.75,43,17.647058,20.784313,86,-3.125,0,22,32.156864,49.411766,18.82353,34.509804,17.647058,0,101,0,50,21,507.5,375.100006,13.789,23.921568,0,7886,0,255,
1228,1500,43,18.039215,20.784313,86,-3.125,0,22,32.156864,49.411766,18.82353,34.509804,17.647058,0,101,0,50,7,507.5,375.100006,13.789,23.921568,0,7886,0,255,
1228,1500,43,18.039215,20.784313,86,-3.125,0,22,27.843138,49.411766,18.82353,34.509804,17.647058,0,101,0,50,7,503.299988,375.299988,13.789,0,0,7886,0,255,
1228,1500,43,18.039215,20.784313,86,-3.125,0,22,27.843138,50.196079,19.607843,35.294117,18.039215,0,101,0.392157,50,7,503.299988,375.299988,13.789,0,0,7886,0,255,
1228,1477.25,42,17.254902,21.17647,86,-3.125,7.8125,21,27.843138,50.196079,19.607843,35.294117,18.039215,0,101,0.392157,51,9,503.299988,375.299988,13.789,0,0,7886,0,255,
1229,1477.25,42,17.254902,21.17647,86,-3.125,7.8125,21,32.941177,50.196079,19.607843,35.294117,18.039215,0,101,0.392157,51,9,503.299988,375.299988,13.789,0,0,7886,0,255,
1229,1477.25,42,17.254902,21.17647,86,-3.125,7.8125,21,32.941177,49.019608,16.078432,31.764706,18.82353,0,101,0,51,9,500.799988,375.200012,13.789,0,0,7886,0,255,
1229,1477.25,42,17.254902,21.17647,86,-3.125,7.8125,21,32.941177,49.019608,16.078432,31.764706,18.82353,0,101,0,51,9,500.799988,375.200012,13.789,0,0,7886,0,255,
1229,1020.25,41,16.470589,26.274509,86,-3.125,6.25,24,32.941177,49.019608,16.078432,31.764706,18.82353,0,101,0,51,0,500.799988,375.200012,13.789,0,0,7886,0,255,
1231,1020.25,41,16.470589,26.274509,86,-3.125,6.25,24,32.156864,49.019608,16.078432,31.764706,18.82353,0,101,0,51,0,500.799988,375.200012,13.789,0,0,7886,0,255,
1231,1020.25,41,16.470589,26.274509,86,-3.125,6.25,24,32.156864,47.843136,16.078432,31.764706,16.470589,0,101,0,51,0,495.5,374.399994,13.496,0,0,7886,0,255,
1231,1020.25,41,16.470589,25.490196,85,-3.125,10.15625,24,32.156864,47.843136,16.078432,31.764706,16.470589,0,101,0,51,0,495.5,374.399994,13.496,0,0,7886,0,255,
1233,816.25,39,16.470589,25.490196,85,-3.125,10.15625,26,32.156864,47.843136,16.078432,31.764706,16.470589,0,101,0,51,0,495.5,374.399994,13.496,0,0,7886,0,255,
1233,816.25,39,16.470589,25.490196,85,-3.125,10.15625,26,29.411764,47.843136,16.078432,31.764706,16.470589,0,101,0,51,0,491.200012,373.5,13.71,0,0,7886,0,255,
1233,816.25,39,16.470589,25.490196,85,-3.125,10.15625,26,29.411764,48.235294,16.078432,31.764706,16.470589,0,101,0,51,0,491.200012,373.5,13.71,0,0,7886,0,255,
1233,798.25,34,16.470589,25.09804,86,-3.125,7.03125,27,29.411764,48.235294,16.078432,31.764706,16.470589,0,101,0,51,0,491.200012,373.5,13.71,0,0,7886,0,255,
1235,798.25,34,16.470589,25.09804,86,-3.125,7.03125,27,30.980392,48.235294,16.078432,31.764706,16.470589,0,101,0,51,0,491.200012,373.5,13.71,0,0,7886,0,255,
1235,798.25,34,16.470589,25.09804,86,-3.125,7.03125,27,30.980392,48.235294,16.078432,31.764706,16.470589,0,101,0,51,0,487.599976,372.600006,13.71,0,0,7886,0,255,
1235,798.25,34,16.470589,25.09804,86,-3.125,7.03125,27,30.980392,48.235294,16.078432,31.764706,16.470589,0,101,0,51,0,487.599976,372.600006,13.71,0,0,7886,0,255,
1235,800.75,23,16.470589,26.274509,86,-3.125,3.125,27,30.980392,48.235294,16.078432,31.764706,16.470589,0,101,0,51,-3,487.599976,372.600006,13.71,0,0,7886,0,255,
1237,800.75,23,16.470589,26.274509,86,-3.125,3.125,27,34.509804,48.235294,16.078432,31.764706,16.470589,0,101,0,51,-3,487.599976,372.600006,13.71,42.745098,0,7886,0,255,
1237,800.75,23,16.470589,26.274509,86,-3.125,3.125,27,34.509804,58.431374,28.235294,44.705883,26.274509,0,101,8.235294,51,-3,486.099976,372,13.554,42.745098,0,7886,0,255,
1237,800.75,23,16.470589,93.333336,86,-4.6875,-3.90625,27,34.509804,58.431374,28.235294,44.705883,26.274509,0,101,8.235294,51,-3,486.099976,372,13.554,42.745098,0,7886,0,255,
1238,1144.5,20,30.196079,93.333336,86,-4.6875,-3.90625,95,34.509804,58.431374,28.235294,44.705883,26.274509,0,101,8.235294,51,-4,486.099976,372,13.554,42.745098,0,7886,0,255,
1238,1144.5,20,30.196079,93.333336,86,-4.6875,-3.90625,95,32.941177,58.431374,28.235294,44.705883,26.274509,0,101,8.235294,51,-4,486.099976,372.299988,13.75,62.745098,0,7886,0,255,
1238,1144.5,20,30.196079,93.333336,86,-4.6875,-3.90625,95,32.941177,63.92157,30.980392,46.666668,27.843138,0,101,12.54902,51,-4,486.099976,372.299988,13.75,62.745098,0,7886,0,255,
1238,1603,29,25.09804,76.07843,86,-4.6875,-3.90625,74,32.941177,63.92157,30.980392,46.666668,27.843138,0,101,12.54902,50,13,486.099976,372.299988,13.75,62.745098,0,7886,0,255,
1240,1603,29,25.09804,76.07843,86,-4.6875,-3.90625,74,36.862743,63.92157,30.980392,46.666668,27.843138,0,101,12.54902,50,13,486.099976,372.299988,13.75,68.627449,0,7886,0,255,
1240,1603,29,25.09804,76.07843,86,-4.6875,-3.90625,74,36.862743,57.254902,25.882353,41.960785,27.843138,0,101,7.45098,50,13,490.799988,374.899994,13.789,68.627449,0,7886,0,255,
1240,1603,29,25.09804,76.07843,86,-4.6875,-3.90625,74,36.862743,57.254902,25.882353,41.960785,23.921568,0,101,7.45098,50,13,490.799988,374.899994,13.789,68.627449,0,7886,0,255,
1240,1894.5,37,23.137255,52.941177,86,-0.78125,0.78125,55,36.862743,57.254902,25.882353,41.960785,23.921568,0,101,7.45098,48,21,490.799988,374.899994,13.789,68.627449,0,7886,0,255,
1242,1894.5,37,23.137255,52.941177,86,-0.78125,0.78125,55,28.627451,57.254902,25.882353,41.960785,23.921568,0,101,7.45098,48,21,490.799988,374.899994,13.789,25.882353,0,7886,0,255,
1242,1894.5,37,23.137255,52.941177,86,-0.78125,0.78125,55,28.627451,49.411766,16.078432,32.549019,17.647058,0,101,0,48,21,496.400024,378.200012,13.789,25.882353,0,7886,0,255,
1242,1894.5,37,23.137255,81.176468,86,-4.6875,-3.90625,55,28.627451,49.411766,16.078432,32.549019,17.647058,0,101,0,48,21,496.400024,378.200012,13.789,25.882353,0,7886,0,255,
1244,1465.5,41,26.274509,81.176468,86,-4.6875,-3.90625,84,28.627451,49.411766,16.078432,32.549019,17.647058,0,101,0,49,6,496.400024,378.200012,13.789,25.882353,0,7886,0,255,
1244,1465.5,41,26.274509,81.176468,86,-4.6875,-3.90625,84,27.843138,49.411766,16.078432,32.549019,17.647058,0,101,0,49,6,499.799988,380.200012,13.789,81.960785,0,7886,0,255,
1244,1465.5,41,26.274509,81.176468,86,-4.6875,-3.90625,84,27.843138,55.686275,24.705883,40.784313,22.352942,0,101,5.490196,49,6,499.799988,380.200012,13.769,81.960785,0,7886,0,255,
1244,1603,45,26.274509,44.705883,86,-1.5625,-0.78125,44,27.843138,55.686275,24.705883,40.784313,22.352942,0,101,5.490196,48,22,499.799988,380.200012,13.769,81.960785,0,7886,0,255,
1246,1603,45,21.568628,44.705883,86,-1.5625,-0.78125,44,27.843138,55.686275,24.705883,40.784313,22.352942,0,101,5.490196,48,22,499.799988,380.200012,13.769,81.960785,0,7886,0,255,
1246,1603,45,21.568628,44.705883,86,-1.5625,-0.78125,44,30.196079,54.117645,24.705883,40.784313,22.352942,0,101,3.921569,48,22,506.400024,384.399994,13.789,53.725491,0,7886,0,255,
1246,1603,45,21.568628,44.705883,86,-1.5625,-0.78125,44,30.196079,54.117645,23.529411,39.215687,21.17647,0,101,3.921569,48,22,506.400024,384.399994,13.789,53.725491,0,7886,0,255,
1246,1650.75,47,20.784313,34.509804,86,-1.5625,3.125,33,30.196079,54.117645,23.529411,39.215687,21.17647,0,101,3.921569,48,25,506.400024,384.399994,13.789,53.725491,0,7886,0,255,
1248,1650.75,47,20.784313,34.509804,86,-1.5625,3.125,33,27.058823,54.117645,23.529411,39.215687,21.17647,0,101,3.921569,48,25,506.400024,384.399994,13.789,47.450981,0,7886,0,255,
1248,1650.75,47,20.784313,34.509804,86,-1.5625,3.125,33,27.058823,53.333332,22.352942,38.431374,20.784313,0,101,3.137255,48,25,511.900024,388.100006,13.789,47.450981,0,7886,0,255,
1248,1650.75,47,20.784313,34.509804,86,-1.5625,3.125,33,27.058823,53.333332,22.352942,38.431374,20.784313,0,101,3.137255,48,25,511.900024,388.100006,13.789,47.450981,0,7886,0,255,
1249,1694.5,48,20.392157,33.725491,86,-1.5625,-0.78125,35,27.058823,53.333332,22.352942,38.431374,20.784313,0,101,3.137255,48,25,511.900024,388.100006,13.789,47.450981,0,7886,0,255,
1249,1694.5,48,20.392157,33.725491,86,-1.5625,-0.78125,35,30.980392,53.333332,22.352942,38.431374,20.784313,0,101,3.137255,48,25,516.200012,388.100006,13.789,48.235294,0,7886,0,255,
1249,1694.5,48,20.392157,33.725491,86,-1.5625,-0.78125,35,30.980392,52.549019,21.568628,37.64706,19.607843,0,101,2.745098,48,25,516.200012,391.100006,13.789,48.235294,0,7886,0,255,
1249,1701.5,48,20.392157,25.09804,86,0.78125,3.90625,26,30.980392,52.549019,21.568628,37.64706,19.607843,0,101,2.745098,48,25,516.200012,391.100006,13.789,48.235294,0,7886,0,255,
1251,1701.5,48,19.607843,25.09804,86,0.78125,3.90625,26,30.980392,52.549019,21.568628,37.64706,19.607843,0,101,2.745098,49,25,516.200012,391.100006,13.789,48.235294,0,7886,0,255,
1251,1701.5,48,19.607843,25.09804,86,0.78125,3.90625,26,30.980392,52.549019,21.568628,37.64706,19.607843,0,101,1.960784,49,25,517.799988,392.399994,13.789,43.529411,0,7886,0,255,
1251,1701.5,48,19.607843,25.09804,86,0.78125,3.90625,26,30.980392,51.764706,20.784313,36.862743,19.607843,0,101,1.960784,49,25,517.799988,392.399994,13.789,43.529411,0,7886,0,255,
1251,1696.75,48,19.607843,27.843138,86,0,0,29,30.980392,51.764706,20.784313,36.862743,19.607843,0,101,1.960784,49,26,517.799988,392.399994,13.789,43.529411,0,7886,0,255,
1253,1696.75,48,19.607843,27.843138,86,0,0,29,30.980392,51.764706,20.784313,36.862743,19.607843,0,101,1.960784,49,26,517.799988,392.399994,13.789,58.431374,0,7886,0,255,
1253,1696.75,48,19.607843,27.843138,86,0,0,29,30.980392,51.764706,21.17647,37.254902,19.607843,0,101,1.568627,49,26,520.200012,394.399994,13.789,58.431374,0,7886,0,255,
1253,1696.75,48,19.607843,27.843138,86,0,0,29,30.980392,51.764706,21.17647,37.254902,19.607843,0,101,1.568627,49,26,520.200012,394.399994,13.789,58.431374,0,7886,0,255,
1255,1696,48,18.82353,26.666666,86,0.78125,4.6875,26,30.980392,51.764706,21.17647,37.254902,19.607843,0,101,1.568627,49,25,520.200012,394.399994,13.789,58.431374,0,7886,0,255,
1255,1696,48,18.82353,26.666666,86,0.78125,4.6875,26,31.764706,51.764706,21.17647,37.254902,19.607843,0,101,1.568627,49,25,520.200012,394.399994,13.789,40.392159,0,7886,0,255,
1255,1696,48,18.82353,26.666666,86,0.78125,4.6875,26,31.764706,49.411766,16.078432,31.764706,17.254902,0,101,0,49,25,521.700012,395.799988,13.789,40.392159,0,7886,0,255,
1255,1696,48,18.82353,31.764706,86,-3.125,0,26,31.764706,49.411766,16.078432,31.764706,17.254902,0,101,0,49,25,521.700012,395.799988,13.789,40.392159,0,7886,0,255,
1257,1025.75,48,16.470589,31.764706,86,-3.125,0,28,31.764706,49.411766,16.078432,31.764706,17.254902,0,101,0,50,6,521.700012,395.799988,13.789,40.392159,0,7886,0,255,
1257,1025.75,48,16.470589,31.764706,86,-3.125,0,28,31.764706,49.411766,16.078432,31.764706,17.254902,0,101,0,50,6,520.200012,396.299988,13.75,0,0,7886,0,255,
1257,1025.75,48,16.470589,31.764706,86,-3.125,0,28,31.764706,47.843136,16.078432,31.764706,16.078432,0,101,0,50,6,520.200012,396.299988,13.75,0,0,7887,0,255,
1257,799,46,16.078432,25.882353,86,-3.125,2.34375,26,31.764706,47.843136,16.078432,31.764706,16.078432,0,101,0,50,0,520.200012,396.299988,13.75,0,0,7887,0,255,
1258,799,46,16.078432,25.882353,86,-3.125,2.34375,26,32.156864,47.843136,16.078432,31.764706,16.078432,0,101,0,50,0,520.200012,396.299988,13.75,28.235294,0,7887,0,255,
1258,799,46,16.078432,25.882353,86,-3.125,2.34375,26,32.156864,47.843136,16.078432,31.764706,16.078432,0,101,0,50,0,519.400024,396.399994,13.769,28.235294,0,7887,0,255,
1258,799,46,16.078432,25.882353,86,-3.125,2.34375,26,32.156864,47.843136,16.078432,31.764706,16.078432,0,101,0,50,0,519.400024,396.399994,13.769,28.235294,0,7887,0,255,
1258,821.75,45,16.078432,24.705883,86,-3.125,6.25,25,32.156864,47.843136,16.078432,31.764706,16.078432,0,101,0,50,0,519.400024,396.399994,13.769,28.235294,0,7887,0,255,
1260,821.75,45,16.078432,24.705883,86,-3.125,6.25,25,33.333332,47.843136,16.078432,31.764706,16.078432,0,101,0,50,0,519.400024,396.399994,13.769,28.235294,0,7887,0,255,
1260,821.75,45,16.078432,24.705883,86,-3.125,6.25,25,33.333332,47.843136,16.078432,31.764706,16.078432,0,101,0,50,0,517.599976,396.200012,13.73,28.235294,0,7887,0,255,
1260,821.75,45,16.078432,24.705883,86,-3.125,6.25,25,33.333332,47.843136,16.078432,31.764706,16.078432,0,101,0,50,0,517.599976,396.200012,13.73,28.235294,0,7887,0,255,
1262,789,45,16.078432,25.09804,86,-3.125,3.125,26,33.333332,47.843136,16.078432,31.764706,16.078432,0,101,0,51,0,517.599976,396.200012,13.73,28.235294,0,7887,0,255,
1262,789,45,16.078432,25.09804,86,-3.125,3.125,26,33.333332,47.843136,16.078432,31.764706,16.078432,0,101,0,51,0,517.599976,396.200012,13.73,28.235294,0,7887,0,255,
1262,789,45,16.078432,25.09804,86,-3.125,3.125,26,33.333332,47.843136,16.078432,31.764706,16.078432,0,101,0,51,0,515.700012,395.799988,13.515,28.235294,0,7887,0,255,
1262,789,45,16.078432,24.705883,86,-3.125,0.78125,26,33.333332,47.843136,16.078432,31.764706,16.078432,0,101,0,51,0,515.700012,395.799988,13.515,28.235294,0,7887,0,255,
1264,801.5,43,16.078432,24.705883,86,-3.125,0.78125,25,33.333332,47.843136,16.078432,31.764706,16.078432,0,101,0,51,0,515.700012,395.799988,13.515,28.235294,0,7887,0,255,
1264,801.5,43,16.078432,24.705883,86,-3.125,0.78125,25,35.294117,47.843136,16.078432,31.764706,16.078432,0,101,0,51,0,513.700012,395,13.515,27.843138,0,7887,0,255,
1264,801.5,43,16.078432,24.705883,86,-3.125,0.78125,25,35.294117,47.843136,16.078432,31.764706,16.078432,0,101,0,51,0,513.700012,395,13.73,27.843138,0,7887,0,255,
1264,796.75,42,16.078432,25.09804,86,-3.125,1.5625,25,35.294117,47.843136,16.078432,31.764706,16.078432,0,101,0,51,0,513.700012,395,13.73,27.843138,0,7887,0,255,
1266,796.75,42,16.078432,25.09804,86,-3.125,1.5625,25,35.294117,47.843136,16.078432,31.764706,16.078432,0,101,0,51,0,513.700012,395,13.73,27.843138,0,7887,0,255,
1266,796.75,42,16.078432,25.09804,86,-3.125,1.5625,25,25.882353,47.843136,16.078432,31.764706,16.078432,0,101,0,51,0,511.700012,394.100006,13.71,27.843138,0,7887,0,255,
1266,796.75,42,16.078432,25.09804,86,-3.125,1.5625,25,25.882353,47.843136,16.078432,31.764706,16.078432,0,101,0,51,0,511.700012,394.100006,13.71,27.843138,0,7887,0,255,
1266,800,36,16.078432,25.882353,86,-3.125,3.125,27,25.882353,47.843136,16.078432,31.764706,16.078432,0,101,0,51,0,511.700012,394.100006,13.71,27.843138,0,7887,0,255,
1268,800,36,16.078432,25.882353,86,-3.125,3.125,27,34.117645,47.843136,16.078432,31.764706,16.078432,0,101,0,51,0,511.700012,394.100006,13.71,28.235294,0,7887,0,255,
1268,800,36,16.078432,25.882353,86,-3.125,3.125,27,34.117645,47.843136,16.078432,31.764706,16.078432,0,101,0,51,0,510.700012,393.5,13.515,28.235294,0,7887,0,255,
1268,800,36,16.078432,25.882353,87,-3.125,0,27,34.117645,47.843136,16.078432,31.764706,16.078432,0,101,0,51,0,510.700012,393.5,13.515,28.235294,0,7887,0,255,
1269,759.25,28,16.078432,25.882353,87,-3.125,0,27,34.117645,47.843136,16.078432,31.764706,16.078432,0,101,0,51,0,510.700012,393.5,13.515,28.235294,0,7887,0,255,
1269,759.25,28,16.078432,25.882353,87,-3.125,0,27,30.196079,47.843136,16.078432,31.764706,16.078432,0,101,0,51,0,508.700012,392.399994,13.515,28.235294,0,7887,0,255,
1269,759.25,28,16.078432,25.882353,87,-3.125,0,27,30.196079,47.843136,16.078432,31.764706,16.078432,0,101,0,51,0,508.700012,392.399994,13.71,28.235294,0,7887,0,255,
1269,787.5,18,16.078432,25.490196,87,-3.125,1.5625,27,30.196079,47.843136,16.078432,31.764706,16.078432,0,101,0,51,0,508.700012,392.399994,13.71,28.235294,0,7887,0,255,
1271,787.5,18,16.078432,25.490196,87,-3.125,1.5625,27,30.196079,47.843136,16.078432,31.764706,16.078432,0,101,0,51,0,508.700012,392.399994,13.71,28.235294,0,7887,0,255,
1271,787.5,18,16.078432,25.490196,87,-3.125,1.5625,27,30.980392,47.843136,16.078432,31.764706,16.078432,0,101,0,51,0,506.599976,391.100006,13.71,28.235294,0,7887,0,255,
1271,787.5,18,16.078432,25.490196,87,-3.125,1.5625,27,30.980392,47.843136,16.078432,31.764706,16.078432,0,101,0,51,0,506.599976,391.100006,13.71,28.235294,0,7887,0,255,
1271,803,7,16.078432,26.274509,87,-3.125,3.90625,27,30.980392,47.843136,16.078432,31.764706,16.078432,0,101,0,51,-4,506.599976,391.100006,13.71,28.235294,0,7887,0,255,
1273,803,7,16.078432,26.274509,87,-3.125,3.90625,27,29.019608,47.843136,16.078432,31.764706,16.078432,0,101,0,51,-4,506.599976,391.100006,13.71,28.235294,0,7887,0,255,
1273,803,7,16.078432,26.274509,87,-3.125,3.90625,27,29.019608,47.843136,16.078432,31.764706,16.078432,0,101,0,51,-4,504.700012,389.799988,13.593,28.235294,0,7887,0,255,
1273,803,7,16.078432,25.490196,88,-3.125,3.90625,27,29.019608,47.843136,16.078432,31.764706,16.078432,0,101,0,51,-4,504.700012,389.799988,13.593,28.235294,0,7887,0,255,
1275,785.75,3,16.078432,25.490196,88,-3.125,0,27,29.019608,47.843136,16.078432,31.764706,16.078432,0,101,0,51,1,504.700012,389.799988,13.593,28.235294,0,7887,0,255,
1275,785.75,3,16.078432,25.490196,88,-3.125,0,27,28.627451,47.843136,16.078432,31.764706,16.078432,0,101,0,51,1,503.799988,389.100006,13.593,27.843138,0,7887,0,255,
1275,785.75,3,16.078432,25.490196,88,-3.125,0,27,28.627451,47.843136,16.078432,31.764706,16.078432,0,101,0,51,1,503.799988,389.100006,13.671,27.843138,0,7887,0,255,
1275,793.75,3,16.078432,25.09804,88,-3.125,3.90625,26,28.627451,47.843136,16.078432,31.764706,16.078432,0,101,0,51,-1,503.799988,389.100006,13.671,27.843138,0,7887,0,255,
1277,793.75,3,16.078432,25.09804,88,-3.125,3.90625,26,28.627451,47.843136,16.078432,31.764706,16.078432,0,101,0,51,-1,503.799988,389.100006,13.671,27.843138,0,7887,0,255,
1277,793.75,3,16.078432,25.09804,88,-3.125,3.90625,26,25.882353,47.843136,16.078432,31.764706,16.078432,0,101,0,51,-1,502,387.700012,13.71,28.235294,0,7887,0,255,
1277,793.75,3,16.078432,25.09804,88,-3.125,3.90625,26,25.882353,47.843136,16.078432,31.764706,16.078432,0,101,0,51,-1,502,387.700012,13.71,28.235294,0,7887,0,255,
1277,797.5,0,16.078432,25.490196,88,-3.125,3.125,26,25.882353,47.843136,16.078432,31.764706,16.078432,0,101,0,51,-2,502,387.700012,13.71,28.235294,0,7887,0,255,
1279,797.5,0,16.078432,25.490196,88,-3.125,3.125,26,25.882353,47.843136,16.078432,31.764706,16.078432,0,101,0,51,-2,502,387.700012,13.71,27.843138,0,7887,0,255,
1279,797.5,0,16.078432,25.490196,88,-3.125,3.125,26,25.882353,47.843136,16.078432,31.764706,16.078432,0,101,0,51,-2,500.299988,386.399994,13.632,27.843138,0,7887,0,255,
1279,797.5,0,16.078432,25.490196,88,-3.125,3.125,26,25.882353,47.843136,16.078432,31.764706,16.078432,0,101,0,51,-2,500.299988,386.399994,13.632,27.843138,0,7887,0,255,
